Number_of_seats,Longitude,Latitude
60,144.964660761,-37.79941126
70,144.96673638,-37.79886216
42,144.96673638,-37.79886216
16,144.966655835,-37.8004333
4,144.966789443,-37.79982902
12,144.966792843,-37.79978512
10,144.966792843,-37.79978512
35,144.967135254,-37.79777584
9,144.96715769,-37.79764474
20,144.967187358,-37.79750965
16,144.966387307,-37.79685948
40,144.968662506,-37.79271633
50,144.970435682,-37.79652149
20,144.968717333,-37.79750718
54,144.968030172,-37.79844926
8,144.96818832,-37.79803233
8,144.96765318,-37.79828168
95,144.967502314,-37.79916522
24,144.967519883,-37.79953893
100,144.967609481,-37.79962483
80,144.969890396,-37.7991853
60,144.970893567,-37.79695795
4,144.971192916,-37.79518921
2,144.971192916,-37.79518921
30,144.971183943,-37.79523422
21,144.971168813,-37.79532407
12,144.975143908,-37.79440036
9,144.975143908,-37.79440036
80,144.974816099,-37.79638991
50,144.961527511,-37.80117985
40,144.962218443,-37.80045935
18,144.962218443,-37.80045935
30,144.963651735,-37.80062153
10,144.963651735,-37.80062153
6,144.964246028,-37.80062902
20,144.964297997,-37.80099248
30,144.964297997,-37.80099248
50,144.966455402,-37.80178655
16,144.966455402,-37.80178655
20,144.966466337,-37.80171961
50,144.966478599,-37.80165837
60,144.966485759,-37.8016074
170,144.966511727,-37.80144719
100,144.966511727,-37.80144719
48,144.966511727,-37.80144719
10,144.966668524,-37.80096847
25,144.966668524,-37.80096847
20,144.965693527,-37.80080855
70,144.967193763,-37.80103618
24,144.967193763,-37.80103618
65,144.967177846,-37.80114124
25,144.967177846,-37.80114124
80,144.967160872,-37.80123845
50,144.967270016,-37.80151321
120,144.967255789,-37.80158169
28,144.967255789,-37.80158169
60,144.967218642,-37.80180537
28,144.967218642,-37.80180537
17,144.967198683,-37.80191844
33,144.967198683,-37.80191844
24,144.968606928,-37.8011634
16,144.966789462,-37.80305996
180,144.966823271,-37.80330641
50,144.966779291,-37.80344305
120,144.966779291,-37.80344305
130,144.966745835,-37.80367032
64,144.966732544,-37.80378441
36,144.96670243,-37.80395923
70,144.966708698,-37.80443919
12,144.966708698,-37.80443919
9,144.966708698,-37.80443919
30,144.966708698,-37.80443919
16,144.966708698,-37.80443919
70,144.966708698,-37.80443919
12,144.966708698,-37.80443919
24,144.966708698,-37.80443919
80,144.966708698,-37.80443919
16,144.966708698,-37.80443919
75,144.966075176,-37.80397324
9,144.966084469,-37.80391207
25,144.966107875,-37.80378496
60,144.966107875,-37.80378496
62,144.964515147,-37.80448669
16,144.96430425,-37.80444754
6,144.961082394,-37.80239397
30,144.961158046,-37.80459213
4,144.964451455,-37.80486283
2,144.963522272,-37.80555355
110,144.963522272,-37.80555355
30,144.963522272,-37.80555355
6,144.965509379,-37.80671771
46,144.961256278,-37.79739955
24,144.961256278,-37.79739955
13,144.941671469,-37.7968201
10,144.941671469,-37.7968201
12,144.946705961,-37.79823417
6,144.946705961,-37.79823417
12,144.94480444,-37.80234719
28,144.943106599,-37.80339871
6,144.943233947,-37.80267238
6,144.943233947,-37.80267238
15,144.949022227,-37.80479898
12,144.94904111,-37.80470302
16,144.94904111,-37.80470302
56,144.948916298,-37.80414282
30,144.949094615,-37.80412572
12,144.949050964,-37.80386407
35,144.948485264,-37.80271407
50,144.950267311,-37.79687617
24,144.94843325,-37.79508461
50,144.950053468,-37.8041118
30,144.949732017,-37.80435855
390,144.949927481,-37.8045944
12,144.949590495,-37.80489508
16,144.949561253,-37.80497441
35,144.954324117,-37.80378899
118,144.954143577,-37.80544519
52,144.955976713,-37.8039576
50,144.95690626,-37.80575583
45,144.957399667,-37.80580596
12,144.957399667,-37.80580596
12,144.958157925,-37.80444392
100,144.954027292,-37.80139687
40,144.954027292,-37.80139687
34,144.954328534,-37.79973114
20,144.954328534,-37.79973114
16,144.953356783,-37.79895215
10,144.949971079,-37.80546721
60,144.949798004,-37.80539488
56,144.949586101,-37.80538597
25,144.951375943,-37.80563093
60,144.951375943,-37.80563093
32,144.947796656,-37.80811247
50,144.952048875,-37.80775772
36,144.955613184,-37.8060678
10,144.94976102,-37.80931427
46,144.94976102,-37.80931427
30,144.95011497,-37.80973327
104,144.949165722,-37.8096538
6,144.932726418,-37.79499042
8,144.92951651,-37.79455957
50,144.92836466,-37.79442258
130,144.92836466,-37.79442258
20,144.918774758,-37.79214751
40,144.988193634,-37.81575893
9,144.985600895,-37.81618643
40,144.98731678,-37.81635018
4,144.987375697,-37.81635733
40,144.987375697,-37.81635733
8,144.988147894,-37.81042932
16,144.988147894,-37.81042932
6,144.984124729,-37.80970763
50,144.98566557,-37.81006374
8,144.984088189,-37.81106602
92,144.980465082,-37.81296295
86,144.980465082,-37.81296295
40,144.981932965,-37.80961157
60,144.978705958,-37.80938139
12,144.979886275,-37.80918518
26,144.97468952,-37.80907181
20,144.974896523,-37.80862727
24,144.978130601,-37.80904495
9,144.977903933,-37.80895497
80,144.977903933,-37.80895497
126,144.975596208,-37.81264625
40,144.979993082,-37.81680896
3116,144.983318886,-37.81990618
80,144.975523314,-37.83506882
36,144.975729209,-37.8354848
12,144.97595148,-37.83587197
120,144.980958415,-37.84736514
200,144.966166408,-37.82967593
40,144.970105094,-37.82936215
290,144.968643286,-37.82281838
178,144.96628251,-37.8206646
220,144.96628251,-37.8206646
12,144.96628251,-37.8206646
50,144.96628251,-37.8206646
40,144.96628251,-37.8206646
3,144.96628251,-37.8206646
190,144.96628251,-37.8206646
20,144.96628251,-37.8206646
80,144.96628251,-37.8206646
40,144.96628251,-37.8206646
70,144.96628251,-37.8206646
80,144.96628251,-37.8206646
60,144.96628251,-37.8206646
60,144.96628251,-37.8206646
60,144.96628251,-37.8206646
85,144.967124153,-37.82038909
80,144.977686412,-37.83949352
60,144.978021362,-37.84040849
3,144.979232364,-37.84371184
18,144.979371818,-37.84410468
56,144.94766247,-37.82459966
24,144.946365432,-37.82488167
25,144.944976078,-37.82469378
40,144.925371782,-37.82324316
24,144.918795718,-37.82221191
40,144.90651397,-37.82410059
10,144.90651397,-37.82410059
90,144.90651397,-37.82410059
35,144.90651397,-37.82410059
60,144.963838104,-37.82082646
48,144.96388384,-37.82193722
100,144.965249499,-37.82133335
24,144.962982187,-37.82289258
60,144.958669665,-37.82312301
66,144.958669665,-37.82312301
40,144.958669665,-37.82312301
70,144.958669665,-37.82312301
200,144.958669665,-37.82312301
50,144.958669665,-37.82312301
130,144.958669665,-37.82312301
75,144.958669665,-37.82312301
140,144.958669665,-37.82312301
200,144.958669665,-37.82312301
30,144.958669665,-37.82312301
2,144.965853752,-37.82222635
6,144.96512263,-37.82255652
50,144.966267617,-37.8226151
200,144.980381626,-37.83017209
170,144.980381626,-37.83017209
75,144.980381626,-37.83017209
36,144.98170899,-37.83431865
25,144.98170899,-37.83431865
100,144.981954521,-37.83430139
50,144.9820458,-37.83431566
12,144.9820458,-37.83431566
90,144.980500696,-37.83412678
244,144.982673446,-37.8463373
112,144.982673446,-37.8463373
48,144.958572147,-37.78493032
9,144.95756078,-37.79539794
36,144.955828029,-37.79859221
17,144.923590699,-37.80665898
51,144.923590699,-37.80665898
44,144.952084001,-37.81767874
10,144.952084001,-37.81767874
56,144.952084001,-37.81767874
16,144.950806962,-37.81450962
48,144.950806962,-37.81450962
60,144.950806962,-37.81450962
70,144.950806962,-37.81450962
2640,144.94755965,-37.81650633
6,144.947457705,-37.81814378
40,144.944979715,-37.81903793
60,144.944979715,-37.81903793
100,144.944979715,-37.81903793
10,144.941270977,-37.81460673
150,144.941270977,-37.81460673
76,144.94214861,-37.81434665
120,144.94214861,-37.81434665
18,144.94214861,-37.81434665
90,144.94214861,-37.81434665
180,144.940668914,-37.8149277
300,144.941846472,-37.81516505
100,144.941421046,-37.81532671
45,144.942823931,-37.81471966
15,144.943620461,-37.81388538
80,144.943620461,-37.81388538
130,144.943620461,-37.81388538
34,144.959163636,-37.82049579
15,144.962296245,-37.81953297
78,144.965442669,-37.81872843
48,144.965442669,-37.81872843
43,144.965442669,-37.81872843
35,144.96894435,-37.81866052
220,144.96894435,-37.81866052
26,144.969927033,-37.81784611
70,144.969927033,-37.81784611
60,144.969927033,-37.81784611
100,144.969927033,-37.81784611
120,144.969927033,-37.81784611
112,144.958109537,-37.81937029
10,144.958109537,-37.81937029
60,144.957838283,-37.81999737
50,144.958281605,-37.8197432
200,144.957979657,-37.81970472
16,144.959197028,-37.81921707
130,144.959197028,-37.81921707
120,144.960430048,-37.8186472
25,144.96114339,-37.81848932
120,144.961955518,-37.81861998
14,144.964617389,-37.81805799
60,144.964559723,-37.81793319
60,144.963860179,-37.81764052
30,144.963500473,-37.8177596
82,144.964050447,-37.81805513
7,144.964363152,-37.81807623
40,144.964363152,-37.81807623
22,144.962446939,-37.81799108
42,144.962446939,-37.81799108
48,144.962586727,-37.81829734
10,144.965104422,-37.81763783
44,144.965912235,-37.81706424
56,144.965493819,-37.81710238
8,144.965493819,-37.81710238
2,144.965493819,-37.81710238
70,144.965493819,-37.81710238
31,144.965493819,-37.81710238
25,144.965635799,-37.81760914
18,144.966006762,-37.8175217
40,144.96656112,-37.81725011
20,144.96656112,-37.81725011
43,144.966713505,-37.81674355
75,144.968384516,-37.81635922
50,144.968384516,-37.81635922
10,144.96855231,-37.81663984
50,144.969027802,-37.81651051
140,144.96770401,-37.8167651
20,144.97173563,-37.81546284
80,144.97173563,-37.81546284
20,144.97173563,-37.81546284
100,144.97140194,-37.81543108
50,144.970973711,-37.81556866
110,144.970843769,-37.81560778
80,144.969889263,-37.81579916
120,144.971943724,-37.81587593
60,144.97168505,-37.81587795
12,144.972521701,-37.81506607
20,144.972249268,-37.81514645
12,144.974111302,-37.81454693
6,144.972730325,-37.81546313
28,144.956371763,-37.818806
165,144.954769912,-37.81919065
110,144.957560445,-37.81866398
7,144.957331632,-37.81918505
100,144.959131572,-37.81858154
4,144.96144846,-37.81730755
30,144.961232361,-37.81739772
25,144.96112259,-37.81745812
9,144.960877534,-37.8174695
70,144.960877534,-37.8174695
20,144.959886102,-37.81797913
16,144.962455707,-37.81728207
25,144.962455707,-37.81728207
130,144.962016251,-37.81714574
88,144.964139616,-37.81697376
8,144.963832578,-37.81662842
6,144.965483843,-37.81664602
18,144.965483843,-37.81664602
40,144.965606003,-37.81660463
11,144.965606003,-37.81660463
10,144.965606003,-37.81660463
30,144.966339898,-37.81584709
6,144.966339898,-37.81584709
100,144.965660497,-37.81635195
22,144.96535013,-37.81620765
8,144.96535013,-37.81620765
80,144.96494251,-37.81662915
15,144.966210107,-37.81642779
12,144.968764736,-37.81543311
160,144.968764736,-37.81543311
40,144.967715983,-37.8154681
80,144.967715983,-37.8154681
42,144.967439797,-37.8158491
8,144.970753855,-37.81492308
6,144.970753855,-37.81492308
981,144.969856095,-37.81516944
10,144.97336456,-37.81383888
12,144.972637449,-37.81430748
86,144.972637449,-37.81430748
12,144.972637449,-37.81430748
30,144.972637449,-37.81430748
9,144.954359995,-37.81867684
32,144.954953485,-37.81850564
36,144.954953485,-37.81850564
28,144.95457828,-37.81861305
4,144.95457828,-37.81861305
33,144.956844258,-37.81767497
52,144.958343357,-37.81753901
100,144.960320678,-37.81680593
20,144.960651729,-37.81669145
22,144.959771769,-37.81703375
10,144.959771769,-37.81703375
20,144.960005936,-37.81679319
38,144.960005936,-37.81679319
8,144.960005936,-37.81679319
11,144.960498485,-37.81699097
20,144.960406312,-37.81629469
50,144.96009875,-37.81638953
120,144.959559514,-37.8166087
88,144.960857088,-37.81614912
6,144.959299375,-37.81713826
15,144.961728052,-37.81629517
30,144.963507065,-37.81592313
16,144.963507065,-37.81592313
6,144.963460726,-37.81582345
45,144.962439728,-37.81583717
45,144.962821021,-37.81581856
8,144.964399481,-37.8152696
12,144.964475587,-37.81529289
120,144.964566859,-37.81567363
16,144.964924097,-37.8153724
25,144.964203065,-37.81557747
4,144.964202805,-37.8159146
16,144.964234875,-37.81529082
15,144.964234875,-37.81529082
8,144.964234875,-37.81529082
34,144.966135192,-37.81528608
28,144.966135192,-37.81528608
26,144.966135192,-37.81528608
20,144.965786792,-37.8150783
53,144.965786792,-37.8150783
18,144.965786792,-37.8150783
80,144.967463151,-37.81480051
120,144.967103726,-37.8144737
20,144.96829214,-37.8139968
19,144.969389109,-37.8139859
24,144.969389109,-37.8139859
15,144.970017327,-37.81423821
80,144.970290678,-37.81396883
20,144.970682048,-37.81354462
4,144.970682048,-37.81354462
200,144.970038506,-37.8135491
48,144.972717731,-37.81342726
8,144.972901314,-37.81330668
52,144.972901314,-37.81330668
30,144.973266912,-37.81314364
30,144.973556141,-37.8130502
100,144.9726046,-37.81315096
20,144.973033132,-37.81280835
28,144.973193019,-37.81260172
20,144.973193019,-37.81260172
20,144.973193019,-37.81260172
30,144.955237452,-37.81686833
34,144.954109934,-37.8172192
38,144.957822709,-37.81636671
94,144.957822709,-37.81636671
52,144.956678287,-37.81651564
16,144.956678287,-37.81651564
28,144.956191456,-37.81652858
350,144.956417307,-37.81703294
6,144.956783481,-37.8169608
86,144.956783481,-37.8169608
8,144.956783481,-37.8169608
80,144.957097522,-37.81687002
45,144.960198073,-37.81547404
37,144.960198073,-37.81547404
20,144.960198073,-37.81547404
60,144.96055036,-37.8155004
20,144.962953623,-37.81491621
4,144.961478162,-37.81523385
19,144.961168516,-37.81509014
8,144.961186457,-37.81538952
12,144.964541708,-37.8144554
20,144.964541708,-37.8144554
84,144.964541708,-37.8144554
20,144.964058421,-37.81458946
6,144.964058421,-37.81458946
182,144.963671668,-37.81443414
40,144.96375247,-37.81484439
25,144.964019006,-37.8148779
12,144.964358022,-37.81473427
12,144.964358022,-37.81473427
45,144.965658769,-37.81422497
20,144.96559218,-37.81407876
7,144.96797783,-37.81311056
80,144.967535715,-37.81324089
6,144.967108192,-37.81346889
36,144.967108192,-37.81346889
25,144.966607844,-37.81376902
17,144.966607844,-37.81376902
7,144.966607844,-37.81376902
70,144.967166162,-37.81384361
20,144.967166162,-37.81384361
28,144.966239345,-37.81417034
24,144.966239345,-37.81417034
100,144.966301496,-37.81430687
100,144.96917474,-37.81280041
80,144.969051642,-37.81278572
35,144.968984652,-37.81350418
80,144.971914658,-37.81198476
12,144.971914658,-37.81198476
80,144.971570154,-37.81211989
330,144.971570154,-37.81211989
240,144.971451403,-37.81281091
300,144.972933874,-37.81199485
100,144.972933874,-37.81199485
10,144.954824134,-37.81602037
16,144.955334847,-37.81622985
6,144.9551587,-37.81584266
10,144.954046607,-37.81627136
20,144.955726312,-37.81571771
150,144.955633863,-37.81551492
20,144.958395986,-37.81527486
38,144.959206395,-37.81499898
10,144.959388916,-37.81509157
60,144.959668504,-37.81430823
9,144.960298597,-37.8148609
30,144.958096579,-37.81476913
15,144.958240425,-37.81492774
6,144.962614332,-37.81366479
55,144.961414717,-37.81429206
25,144.961403147,-37.81379758
24,144.961213744,-37.81385265
18,144.961213744,-37.81385265
14,144.960689858,-37.8140298
6,144.960689858,-37.8140298
110,144.963297364,-37.8136056
70,144.963297364,-37.8136056
10,144.963297364,-37.8136056
140,144.963297364,-37.8136056
75,144.964656337,-37.81288802
42,144.965003724,-37.81279701
120,144.96584595,-37.81296577
50,144.966304612,-37.81272181
30,144.966304612,-37.81272181
250,144.966886214,-37.81259543
100,144.966886214,-37.81259543
30,144.9672862,-37.81243254
25,144.9672862,-37.81243254
100,144.967624075,-37.81269894
60,144.966835874,-37.81221907
150,144.96764258,-37.81247306
3,144.96764258,-37.81247306
15,144.96764258,-37.81247306
64,144.967599228,-37.81238222
80,144.967540146,-37.81226041
50,144.967521419,-37.81222313
24,144.965621157,-37.81279049
70,144.968545341,-37.81206254
50,144.968545341,-37.81206254
65,144.968866705,-37.81199904
60,144.969191743,-37.81223969
60,144.969273933,-37.81207228
100,144.969787188,-37.8117044
30,144.969787188,-37.8117044
36,144.969787188,-37.8117044
4,144.970179716,-37.81194738
32,144.969920584,-37.81128901
52,144.969920584,-37.81128901
115,144.969920584,-37.81128901
150,144.969412523,-37.81175272
210,144.970856657,-37.81173103
12,144.971016838,-37.81168441
45,144.971172796,-37.81165144
120,144.971987482,-37.81136217
12,144.971987482,-37.81136217
170,144.972156473,-37.81117406
60,144.972445612,-37.81127094
45,144.972564821,-37.81123674
100,144.972685435,-37.81120165
65,144.971333604,-37.81131293
8,144.971333604,-37.81131293
100,144.971118632,-37.81101511
55,144.971118632,-37.81101511
30,144.954977988,-37.81538888
38,144.954866448,-37.81514799
83,144.954748384,-37.81488396
4,144.954748384,-37.81488396
50,144.954581469,-37.81537597
8,144.955316545,-37.81478779
100,144.955493135,-37.81521335
64,144.956659756,-37.81428332
70,144.956659756,-37.81428332
80,144.955951592,-37.81492104
50,144.956376648,-37.81478015
200,144.957156481,-37.81427957
9,144.95991676,-37.81386882
55,144.959883611,-37.81379784
12,144.959883611,-37.81379784
32,144.959763729,-37.81355497
20,144.959763729,-37.81355497
6,144.959763729,-37.81355497
30,144.960740482,-37.8132872
76,144.96078634,-37.813387
80,144.960876163,-37.81314476
26,144.961115578,-37.81307166
70,144.961176802,-37.81318338
36,144.961176802,-37.81318338
34,144.961271745,-37.81339624
65,144.961082978,-37.81359935
18,144.961082978,-37.81359935
30,144.961337723,-37.81354482
40,144.961759003,-37.81327434
9,144.960171475,-37.8132041
18,144.960171475,-37.8132041
14,144.960479202,-37.81352421
